input_text,target_text
"context: अमेरिकी सीनेट ने मई 2010 में एक सुधार विधेयक पारित किया, जो उस सदन के बाद था, जिसने दिसंबर 2009 में एक बिल पारित किया था। इन बिलों को अब समेटा जाना चाहिए।न्यूयॉर्क टाइम्स ने दो बिलों की विशेषताओं का एक तुलनात्मक सारांश प्रदान किया, जो ओबामा प्रशासन द्वारा उल्लिखित सिद्धांतों को अलग -अलग हद तक संबोधित करते हैं।उदाहरण के लिए, मालिकाना व्यापार के खिलाफ वोल्कर नियम कानून का हिस्सा नहीं है, हालांकि सीनेट बिल नियामकों में विवेक है, लेकिन इन ट्रेडों को प्रतिबंधित करने का दायित्व नहीं है।",question: अमेरिकी हाउस ने पहली बार एक वित्तीय सुधार बिल कब पास किया था? answer: दिसंबर 2009
"context: सेना ने तैनाती के दौरान आवश्यक विभिन्न सुविधाओं को प्रदान करने के लिए टेंट पर बहुत भरोसा किया है।सेना के लिए सबसे आम तम्बू उपयोग अस्थायी बैरक (स्लीपिंग क्वार्टर), डीएफएसी इमारतों (भोजन की सुविधा), फॉरवर्ड ऑपरेटिंग बेस (एफओबी), एक्शन रिव्यू (एएआर), टैक्टिकल ऑपरेशंस सेंटर (टीओसी), मनोबल, कल्याण और मनोरंजन (एमडब्ल्यूआर) सुविधाओं और सुरक्षा चेकपॉइंट के रूप में हैं।इसके अलावा, इनमें से अधिकांश टेंट नैटिक सोल्जर सिस्टम्स सेंटर के समर्थन के माध्यम से स्थापित और संचालित होते हैं।",question: बैरक किसके लिए उपयोग किया जाता है? answer: सोने के कमरे
"context: रिप्लेगैन अपने मेटाडेटा टैग में एक एमपी 3 फ़ाइल (ऑडियो सामान्यीकरण) की लाउडनेस को मापने और संग्रहीत करने के लिए एक मानक है, जिससे प्रत्येक फ़ाइल के लिए समग्र प्लेबैक वॉल्यूम को स्वचालित रूप से समायोजित करने के लिए एक रिप्लेगैन-कंप्लेंट प्लेयर को सक्षम किया जा सकता है।MP3GAIN का उपयोग पुनरावृत्ति माप के आधार पर फ़ाइलों को उलट करने के लिए किया जा सकता है ताकि समायोजित प्लेबैक को रीप्लेगैन क्षमता के बिना खिलाड़ियों पर प्राप्त किया जा सके।",question: रिप्लेजेन माप के आधार पर फ़ाइलों को संशोधित करने के लिए किस प्रोग्राम का उपयोग किया जा सकता है? answer: MP3GAIN
"context: रिचर्ड डॉकिंस द्वारा उन्नत एक अन्य दृष्टिकोण यह है कि भगवान का अस्तित्व एक अनुभवजन्य प्रश्न है, इस आधार पर कि ""एक भगवान के साथ एक ब्रह्मांड एक के बिना एक से पूरी तरह से अलग तरह का ब्रह्मांड होगा, और यह एक वैज्ञानिक अंतर होगा।""कार्ल सागन ने तर्क दिया कि ब्रह्मांड के एक निर्माता के सिद्धांत को साबित करना या नापसंद करना मुश्किल था और यह कि एकमात्र बोधगम्य वैज्ञानिक खोज जो एक निर्माता के अस्तित्व को अस्वीकार कर सकती है, वह यह खोज होगी कि ब्रह्मांड असीम रूप से पुराना है।",question: किसने कहा कि ईश्वर को साबित करना या नापसंद करना मुश्किल था? answer: कार्ल सैगन
"context: इफात के सल्तनत, ज़िला में अपनी राजधानी के साथ वालश्मा राजवंश के नेतृत्व में, अब पूर्वी इथियोपिया, जिबूती और उत्तरी सोमालिया के कुछ हिस्सों पर शासन किया।इतिहासकार अल-उमारी ने रिकॉर्ड किया कि IFAT लाल सागर तट के पास स्थित था, और 20 दिनों की यात्रा से 15 दिनों की यात्रा के रूप में इसका आकार बताता है।इसकी सेना में 15,000 घुड़सवार और 20,000 फुट सैनिक थे।अल-उमारी भी सात ""मदर सिटीज"" के साथ इफात का श्रेय देता है: बेलकुलज़ार, कुलजुरा, शिमी, शेवा, अदल, जेमे और लाबू।",question: IFAT की सल्तनत की राजधानी क्या थी? answer: ज़ील
"context: पास ईस्ट (फ्रेंच: प्रोचे-ओरिएंट) एक भौगोलिक शब्द है जो लगभग पश्चिमी एशिया को शामिल करता है।विभिन्न शैक्षणिक हलकों के भीतर अलग -अलग परिभाषाओं के बावजूद, यह शब्द मूल रूप से ओटोमन साम्राज्य की अधिकतम सीमा पर लागू किया गया था।यह शब्द अंग्रेजी में अपमानित हो गया है, और इसे मध्य पूर्व शब्द से बदल दिया गया है।",question: पूर्व के पास का शब्द किस भाषा में गिर गया है? answer: अंग्रेज़ी
"context: 1422 में किंग वलादिसलाव II JAGIEYLLO Czerwińsk (Polish: ""Przywilej Czerwiński"" के विशेषाधिकार द्वारा) ने रईसों की संपत्ति की आक्रामकता की स्थापना की (उनके एस्टेट को एक कोर्ट वर्डिक्ट को छोड़कर जब्त नहीं किया जा सकता था) और जाहिरा तौर पर जुर्माना (बाद में जाहिरा तौर पर जौनी की नीति को शामिल करने के लिए।",question: नोबल्स प्रॉपर्टी की आक्रामकता के लिए स्थापित अधिकार कब हुआ? answer: 1422
"context: पर्यटन न्यूयॉर्क शहर के लिए एक महत्वपूर्ण उद्योग है, जिसने अंतरराष्ट्रीय और घरेलू पर्यटकों की बढ़ती मात्रा को देखा है-2011 में लगभग 51 मिलियन पर्यटक, 2013 में 54 मिलियन, और 2014 में 56.4 मिलियन रिकॉर्ड प्राप्त किया। पर्यटन ने 2014 में न्यूयॉर्क शहर के लिए समग्र आर्थिक प्रभाव में एक सर्वकालिक उच्च यूएस $ 61.3 बिलियन उत्पन्न किया।",question: 2013 में कितने लोग न्यूयॉर्क का दौरा करने आए थे? answer: 54 मिलियन
"context: गिने सड़कों पर क्रॉसस्टाउन ट्रैफ़िक ले जाते हैं।सामान्य तौर पर, यहां तक ​​कि संख्या वाली सड़कें एक-तरफ़ा पूर्व की ओर होती हैं और विषम संख्या वाली सड़कें एक तरफ पश्चिम हैं।कई अपवाद इसे उलट देते हैं।अधिकांश व्यापक सड़कें दो-तरफ़ा ट्रैफ़िक ले जाती हैं, जैसे कि कुछ संकीर्ण लोग करते हैं।",question: कौन सी सड़कों पर एक-तरफ़ा पूर्व की ओर है? answer: सम-संख्यांकित
"context: आजकल, फ्रांस केवल फ्रेंच को एक आधिकारिक भाषा के रूप में मान्यता देता है।फिर भी, 10 दिसंबर 2007 को, पाइरेनेस-ओरिएंटेल्स की जनरल काउंसिल ने आधिकारिक तौर पर कैटलन को विभाग की भाषाओं में से एक के रूप में मान्यता दी और इसे सार्वजनिक जीवन और शिक्षा में इसे और बढ़ावा देने का प्रयास किया।",question: किसने कैटलन को एक विभागीय भाषा के रूप में मान्यता दी? answer: जनरल काउंसिल ऑफ द पाइरेनेस-ओरिएंटल्स
"context: 1972 में, गेंट विश्वविद्यालय में वाल्टर फियर्स और उनकी टीम एक जीन के अनुक्रम को निर्धारित करने वाले पहले व्यक्ति थे: बैक्टीरियोफेज एमएस 2 कोट प्रोटीन के लिए जीन।फ्रेडरिक सेंगर द्वारा 1977 में चेन-टर्मिनेशन डीएनए अनुक्रमण के बाद के विकास ने अनुक्रमण की दक्षता में सुधार किया और इसे एक नियमित प्रयोगशाला उपकरण में बदल दिया।मानव जीनोम परियोजना के शुरुआती चरणों में सेंगर विधि का एक स्वचालित संस्करण का उपयोग किया गया था।",question: किस परियोजना ने अपने शुरुआती चरणों में सेंगर विधि के एक स्वचालित संस्करण का उपयोग किया? answer: मानव जीनोम परियोजना
"context: 17 वीं शताब्दी में फ्रांस द्वारा अल्सेस के एनेक्सेशन से और 1870 तक फ्रांसीसी क्रांति की भाषा नीति, अल्सेस में फ्रेंच का ज्ञान काफी बढ़ गया।19 वीं शताब्दी के शिक्षा सुधारों के साथ, मध्यम वर्गों ने फ्रेंच अच्छी तरह से बोलना और लिखना शुरू किया।फ्रांसीसी भाषा वास्तव में कभी भी प्रबंधित नहीं हुई, हालांकि, जनता पर जीतने के लिए, जिनमें से अधिकांश ने अपनी जर्मन बोलियों को बोलना जारी रखा और जर्मन में लिखा (जिसे अब हम ""मानक जर्मन"" कहेंगे)। [प्रशस्ति पत्र की आवश्यकता]",question: What is now the German dialects of speech now referred as to? answer: मानक जर्मन
"context: स्वायत्त राज्यों के उदय ने साम्राज्य को खंडित किया।बंगाल, हैदराबाद और अवध ने स्वतंत्र राज्यों की तरह काम करना शुरू कर दिया।उनके शासकों ने मुगल सम्राट के लिए नाममात्र की निष्ठा का भुगतान किया।इन राज्यों ने अपनी सेनाओं और प्रशासन को बनाए रखा।साम्राज्य ने एकता खो दी।","question: गिरावट के दौरान कौन से प्रांत स्वतंत्र हो गए? answer: बंगाल, अवध, हैदराबाद"
"context: मिस्र के गायक उम्म कुलथुम ने शाही सरकार से आरक्षण के बावजूद अधिकारियों की वापसी के लिए एक सार्वजनिक उत्सव की मेजबानी की, जिसे रिसेप्शन को रोकने के लिए अंग्रेजों द्वारा दबाव डाला गया था।सरकार और आम जनता के बीच रवैये में स्पष्ट अंतर ने राजशाही को खत्म करने के लिए नासिर के दृढ़ संकल्प को बढ़ाया।नासिर ने यह भी कड़वा महसूस किया था कि उनकी ब्रिगेड को प्रदर्शित होने के बावजूद राहत नहीं मिली थी।उन्होंने घेराबंदी के दौरान अपनी पुस्तक दर्शन ऑफ द क्रांति लिखना शुरू किया।",question: मिस्र के गायक ने नासिर की ब्रिगेड की वापसी पर क्या प्रदर्शन किया? answer: उम्म कुल्थुम
"context: इनमें से प्रत्येक भाग के अंदर छोटे विद्युत सर्किट के हजारों से खरबों तक हैं जिन्हें इलेक्ट्रॉनिक स्विच के माध्यम से बंद या बंद किया जा सकता है।प्रत्येक सर्किट सूचना के एक बिट (बाइनरी अंक) का प्रतिनिधित्व करता है ताकि जब सर्किट पर होता हो तो यह ""1"" का प्रतिनिधित्व करता है, और जब यह बंद हो जाता है तो यह ""0"" (सकारात्मक तर्क प्रतिनिधित्व में) का प्रतिनिधित्व करता है।सर्किट को लॉजिक गेट्स में व्यवस्थित किया जाता है ताकि एक या अधिक सर्किट एक या अधिक अन्य सर्किटों की स्थिति को नियंत्रित कर सकें।","question: सकारात्मक तर्क प्रतिनिधित्व में एक ""0"" का प्रतिनिधित्व करता है जब एक सर्किट क्या है? answer: बंद"
"context: शहर को 1338 में फ्रेंच, जेनोइस और मोनेगास्क जहाजों (चार्ल्स ग्रिमाल्डी के तहत, जिन्होंने मोनाको की रियासत को पाया) की मदद करने के लिए लूट का इस्तेमाल किया था, ने 1338 में बर्खास्त कर दिया था।1339 में साउथेम्प्टन का दौरा करने पर, एडवर्ड III ने आदेश दिया कि दीवारों को 'शहर को बंद करने' के लिए बनाया जाए।व्यापक पुनर्निर्माण -दीवारों का हिस्सा 1175 से है - 1380 में पश्चिमी दीवारों के पूरा होने में सम्‍मिलित है। लगभग आधी दीवारें, मूल टावरों में से 13, और छह गेट जीवित रहते हैं।",question: ग्रिमाल्डी ने साउथेम्प्टन को लूटने से मुनाफे के साथ किस रियासत की स्थापना की? answer: मोनाको
"context: 9 अप्रैल, 2007 को, यह घोषणा की गई थी कि Apple ने अपने एक सौ मिलियन iPod को बेच दिया था, जिससे यह अब तक का सबसे अधिक बिकने वाला डिजिटल म्यूजिक प्लेयर बन गया।अप्रैल 2007 में, Apple ने 5.2 बिलियन अमेरिकी डॉलर की दूसरी तिमाही के राजस्व की सूचना दी, जिसमें से 32% iPod बिक्री से बनाया गया था।Apple और कई उद्योग विश्लेषकों का सुझाव है कि iPod उपयोगकर्ताओं को मैक कंप्यूटर जैसे अन्य Apple उत्पाद खरीदने की संभावना है।",question: एक आइटम क्या है जो iPods के मालिक भी खरीद सकते हैं? answer: मैक कंप्यूटर
"context: मूल रूप से लंदन में इंस्टीट्यूट ऑफ ब्रिटिश आर्किटेक्ट्स का नाम दिया गया था, इसका गठन 1834 में कई प्रमुख आर्किटेक्ट्स द्वारा किया गया था, जिसमें फिलिप हार्डविक, थॉमस एलोम, विलियम डोन्थोर्न, थॉमस लेवर्टन डोनाल्डसन, विलियम एडम्स निकोलसन, जॉन बुओनारोटी पैपवर्थ और थॉमस डे ग्रे, 2 ईयरल डे ग्रे शामिल थे।",question: ब्रिटिश आर्किटेक्ट्स के इंस्टीट्यूट की स्थापना किस वर्ष में की गई थी? answer: 1834
"context: प्रत्येक जिले का राजधानी गाँव जिले के मामलों का प्रशासन और समन्वय करता है और प्रत्येक जिले के सर्वोपरि शीर्षक को अन्य जिम्मेदारियों के बीच प्रदान करता है।उदाहरण के लिए, A'ANA जिले की लेउलुमोगा में अपनी राजधानी है।A'Ana का सर्वोपरि शीर्षक TuiaanAna है।Orator Group जो इस शीर्षक को स्वीकार करता है - फलीवा (नौ का घर) - Leulumoega पर आधारित है।यह अन्य जिलों के लिए भी समान है।तुआमासागा जिले में, जिले का सर्वोपरि शीर्षक - मालियटोआ शीर्षक - अफेगा में स्थित फालतुमासागा द्वारा सम्मानित किया गया है।",question: Leulumoega किस जिले की राजधानी है? answer: अ'आना
"context: 1853 में स्लाव बाल्कन राज्यों की ओर से रूसी साम्राज्य ने ओटोमन साम्राज्य के बहुत अस्तित्व पर सवाल उठाना शुरू कर दिया।परिणाम द क्रीमियन युद्ध, 1853-1856 था, जिसमें ब्रिटिश साम्राज्य और फ्रांसीसी साम्राज्य ने रूसी साम्राज्य के अवसरों के खिलाफ अपने संघर्ष में ओटोमन साम्राज्य का समर्थन किया।आखिरकार, ओटोमन साम्राज्य ने बाल्कन क्षेत्र का नियंत्रण खो दिया।",question: The Ottoman Empire eventually lost control of what region? answer: बाल्कन क्षेत्र
"context: अक्सर 'b' & 'p' विनिमेय होते हैं, उदाहरण के लिए 'सामान' 'पग' बन जाता है, 'lob' (फेंकने के लिए) 'लूपिमा' बन जाता है।प्रारंभिक पत्र 'एस' को अक्सर गिरा दिया जाता है, उदाहरण के लिए 'स्कूल' 'कूल' बन जाता है, 'स्टूल' 'टूल' बन जाता है।",question: 'बी' को 'पी' के साथ बदलने के एक उदाहरण में 'सामान' का उच्चारण कैसे किया जाता है? answer: पगास
"context: इसके अतिरिक्त, ""[i] n सामान्य मामला, वॉन न्यूमैन ने निम्नलिखित बुनियादी प्रतिनिधित्व प्रमेय को साबित किया। किसी भी पूरक मॉड्यूलर जाली l में N−4 जोड़ीदार परिप्रेक्ष्य तत्वों का"" आधार ""होता है, जो एक उपयुक्त नियमित रिंग के सभी प्रमुख राइट-आइडिल्स के जाली ℛ (r) के साथ isomorphic होता है।Axioms।",question: वॉन न्यूमैन द्वारा अपने जाली काम में किस प्रकार के स्वयंसिद्धों का उपयोग किया गया था? answer: उपन्यास स्वयंसीन
"context: यह समस्या तब जटिल हो गई थी जब कंबरलैंड के तहत मुख्य हनोवरियन सेना को हास्टेनबेक की लड़ाई में हराया गया था और हनोवर के एक फ्रांसीसी आक्रमण के बाद क्लोस्टरज़ेन के सम्मेलन में पूरी तरह से आत्मसमर्पण करने के लिए मजबूर किया गया था।सम्मेलन ने हनोवर और ब्रंसविक को युद्ध से हटा दिया, जो पश्चिमी दृष्टिकोण को प्रशिया क्षेत्र के लिए बेहद कमजोर कर दिया।फ्रेडरिक ने अधिक पर्याप्त सहायता के लिए ब्रिटेन से तत्काल अनुरोध भेजे, क्योंकि वह अब जर्मनी में अपनी सेना के लिए किसी भी बाहरी सैन्य समर्थन के बिना था।",question: हनोवर में किस देश ने लड़ाई जीती? answer: फ्रांसीसी
"context: संयुक्त राज्य अमेरिका, यूनाइटेड किंगडम और कनाडा में रूढ़िवादी सरकारों के उदय के साथ 1980 और 1990 के दशक में हायेक ने नया ध्यान आकर्षित किया।यूनाइटेड किंगडम आम चुनाव, 1979 को जीतने के बाद, मार्गरेट थैचर ने संसद की आर्थिक रणनीतियों को पुनर्निर्देशित करने के प्रयास में, हायेकियन सेंटर फॉर पॉलिसी स्टडीज के निदेशक कीथ जोसेफ को अपने राज्य के सचिव के रूप में नियुक्त किया।इसी तरह, 1981 में डेविड स्टॉकमैन, रोनाल्ड रीगन का सबसे प्रभावशाली वित्तीय अधिकारी हायेक का एक स्वीकृत अनुयायी था।",question: मार्गरेट थैचर किस वर्ष प्रधानमंत्री चुने गए थे? answer: 1979
"context: तिब्बत (i/tᵻˈbɛt/; wylie: bod, उच्चारण [pʰø̀ʔ]; चीनी: 西藏; pinyin: xīzàng) एशिया में तिब्बती पठार पर एक क्षेत्र है।यह तिब्बती लोगों की पारंपरिक मातृभूमि के साथ -साथ कुछ अन्य जातीय समूहों जैसे कि मोनपा, किआंग और ल्होबा लोगों की भी है और अब यह भी हान चीनी और हुई लोगों की काफी संख्या में है।तिब्बत पृथ्वी पर उच्चतम क्षेत्र है, जिसकी औसत ऊंचाई 4,900 मीटर (16,000 फीट) है।तिब्बत में उच्चतम ऊंचाई माउंट एवरेस्ट है, पृथ्वी का सबसे ऊंचा पर्वत समुद्र तल से ऊपर 8,848 मीटर (29,029 फीट) बढ़ रहा है।",question: तिब्बत में उच्चतम ऊंचाई क्या है? answer: माउंट एवरेस्ट
"context: डेट्रायट टेक्नो म्यूजिक के एक प्रवर्तक जुआन एटकिंस ने दावा किया है कि ""हाउस"" शब्द ने विशेष क्लबों और डीजे के साथ विशेष पटरियों के अनन्य एसोसिएशन को प्रतिबिंबित किया;उन रिकॉर्डों ने क्लबों और डीजे को अलग करने में मदद की, और इस तरह उन्हें उनके ""घर"" रिकॉर्ड माना जाता था।इस तरह के बहिष्करणों को बनाए रखने के प्रयास में, डीजे को अपने ""घर"" रिकॉर्ड बनाने के लिए प्रेरित किया गया था।",question: जुआन एटकिंस एक प्रवर्तक क्या है? answer: डेट्रायट टेक्नो म्यूजिक
"context: ""फैन सेव"" को चौदहवें सीज़न में पेश किया गया था।फाइनल के दौरान, दर्शकों को अपने ट्विटर अकाउंट का उपयोग करके प्रतियोगियों को समाप्त करने के लिए प्रतियोगियों को वोट करने के लिए पांच मिनट की खिड़की दी जाती है, यह तय करने के लिए कि कौन सा प्रतियोगी अगले शो में शीर्ष 8 के साथ शुरू होगा।",question: सीजन 14 में क्या पेश किया गया था ताकि प्रशंसकों को एक प्रतियोगी को बचाने में मदद मिल सके? answer: फैन सेव
"context: अंग्रेजी में, एक व्यक्ति का जिक्र करने वाला शब्द पहली बार 14 वीं शताब्दी के मध्य में कैटलनर के रूप में दिखाई देता है, इसके बाद 15 वीं शताब्दी में कैटेलैन (फ्रेंच से) के रूप में।यह कम से कम 1652 के बाद से एक भाषा का नाम है। कैटलन का उच्चारण /ˈkætəlæn /, /kætˈlæn /या /ˈkætələn /के रूप में किया जा सकता है।",question: 15 वीं शताब्दी में एक कैटलन व्यक्ति को क्या कहा जाता है? answer: कैटलेन
"context: फिनलैंड ने 1970 के दशक के बाद से व्यापक स्कूलों का उपयोग किया है, इस अर्थ में कि सभी को 7 से 16 वर्ष की आयु तक पेरुस्कोलु के नौ ग्रेडों को पूरा करने की उम्मीद है। कम व्यापक स्कूल (ग्रेड 1-6, अला-एस्टे, अलकॉलु) और ऊपरी व्यापक स्कूल (ग्रेड 7-9, यलकॉउलु) को निचला।",question: किस दशक में फिनलैंड ने व्यापक स्कूलों को रोजगार देना शुरू किया? answer: 1970 के दशक
"context: उत्तरी समूह में केस्कमुर्रे या सेंट्रल बोली शामिल है जो मानक भाषा के लिए भी आधार है, लैनमुर्रे या पश्चिमी बोली, मोटे तौर पर लाहनेमा और पेरनुमा, सार्ते मुर्रे (द्वीप समूह) की बोली सारेमा और हाइमिया और इदमिरे या ईडमरी के लिए उत्तर पश्चिमी शोक के अनुरूप है।",question: सर्टे मुरे पर उत्तरी समूह की कौन सी बोलियाँ बोली जाती हैं? answer: सरेमा और हायियम
"context: अशोक ने अपने साम्राज्य में खंभे और रॉक एडिट किए।ये शिलालेख ब्रह्मी स्क्रिप्ट का उपयोग करके प्राकृत में लिखे गए थे।उन्होंने धम्म और नैतिक व्यवहार के संदेशों को व्यक्त किया।EDICTS अहिंसा, बड़ों के लिए सम्मान और धार्मिक सहिष्णुता जैसे विषयों को कवर करता है।उन्हें सड़कों और महत्वपूर्ण शहरों में रखा गया था।अशोक के एडिक्ट्स उनके शासनकाल को समझने के लिए प्रमुख स्रोत हैं।सरनाथ की शेर की राजधानी भारत का राष्ट्रीय प्रतीक है।",question: अशोक के एडिक्ट्स में किस स्क्रिप्ट का इस्तेमाल किया गया था? answer: ब्राह्मी
"context: 2000 [अद्यतन] के रूप में, नगरपालिका में 67,115 निजी घर थे, और प्रति घर औसतन 1.8 व्यक्ति थे।34,981 घर थे जिनमें केवल एक व्यक्ति और पांच या अधिक लोगों के साथ 1,592 घर शामिल थे।2000 [अपडेट] में, कुल 65,538 अपार्टमेंट (कुल का 90.6%) स्थायी रूप से कब्जा कर लिया गया था, जबकि 5,352 अपार्टमेंट (7.4%) मौसमी रूप से कब्जा कर लिया गया था और 1,444 अपार्टमेंट (2.0%) खाली थे।2009 [अपडेट] तक, नई आवास इकाइयों की निर्माण दर प्रति 1000 निवासियों पर 1.2 नई इकाइयाँ थीं।","question: कितने घरों में 5 या अधिक लोग रहते हैं? answer: 1,592"
"context: बाल्कन में पनपने वाले ओटोमन दास व्यापार के कारण, मोंटेनेग्रो में अलसीज के तटीय शहर का अपना काला समुदाय था।दास व्यापार और निजी गतिविधि के परिणामस्वरूप, यह बताया गया है कि 1878 तक अलसीज में 100 काले लोग कैसे रहते थे।ओटोमन सेना ने 1716-18 के ऑस्ट्रो-तुर्की युद्ध के दौरान हंगरी में अपने अभियान में अनुमानित 30,000 काले अफ्रीकी सैनिकों और घुड़सवारों को भी तैनात किया।","question: 1716-18 के ऑस्ट्रो-तुर्की युद्ध के दौरान ओटोमन सेना में कितने अश्वेतों ने सेवा की? answer: अनुमानित 30,000"
"context: AFL खेलों के लिए औसत उपस्थिति 1990 के दशक में लगभग 10,000-11,000 प्रति गेम थी, हालांकि डॉट-कॉम बबल से जुड़ी मंदी के दौरान और 11 सितंबर, 2001 के हमलों की औसत उपस्थिति कई वर्षों के लिए 10,000 से नीचे गिर गई।2008 में मूल लीग के अंतिम सीज़न तक 2004 के सीज़न की शुरुआत से, 2007 में 12,392 के साथ औसत उपस्थिति 12,000 से ऊपर थी। 2007 में ऑपरेशन में सत्रह टीमों में से ग्यारह की औसत उपस्थिति 13,000 से अधिक थी।2008 में, समग्र उपस्थिति औसत बढ़कर 12,957 हो गई, जिसमें आठ टीमें 13,000 प्रति गेम से अधिक थीं।","question: 1990 के दशक में AFL खेलों की सामान्य प्रति गेम उपस्थिति क्या थी? answer: 10,000–11,000"
"context: शहर का कुल क्षेत्र 468.9 वर्ग मील (1,214 किमी 2) है।164.1 वर्ग मील (425 किमी 2) इसका पानी है और 304.8 वर्ग मील (789 किमी 2) भूमि है।शहर में उच्चतम बिंदु स्टेटन द्वीप पर टोड हिल है, जो समुद्र तल से 409.8 फीट (124.9 मीटर) पर, मेन के दक्षिण में पूर्वी सीबोर्ड पर उच्चतम बिंदु है।रिज का शिखर ज्यादातर स्टेटन द्वीप ग्रीनबेल्ट के हिस्से के रूप में वुडलैंड्स में कवर किया गया है।",question: NYC में कितने वर्ग मील? answer: 468.9
"context: आल्प्स के निचले क्षेत्रों और बड़े शहरों को मोटरवे और मुख्य सड़कों द्वारा अच्छी तरह से सेवा दी जाती है, लेकिन उच्च पहाड़ी पास और बाय्रोड्स, जो यूरोप में सबसे अधिक हैं, खड़ी ढलानों के कारण गर्मियों में भी विश्वासघाती हो सकते हैं।सर्दियों में कई पास बंद हो जाते हैं।आल्प्स (और कुछ के भीतर) के आसपास के हवाई अड्डों की भीड़, साथ ही सभी पड़ोसी देशों से लंबी दूरी की रेल लिंक, बड़ी संख्या में यात्रियों को विदेशों से आसान पहुंच प्रदान करते हैं।",question: When are many passes in the Alps closed? answer: सर्दी
"context: पूर्वी एशियाई और तिब्बती बौद्ध धर्म के अनुसार, एक जीवन और अगले के बीच एक मध्यवर्ती राज्य (तिब्बती ""बार्डो"") है।रूढ़िवादी थेरवाद की स्थिति इसे खारिज कर देती है;हालाँकि, पाली कैनन के सम्युट्टा निकाया में मार्ग हैं जो इस विचार को समर्थन देते हैं कि बुद्ध ने एक जीवन और अगले के बीच एक मध्यवर्ती चरण के बारे में सिखाया था। [पृष्ठ की आवश्यकता]",question: कैनन के कुछ मार्ग मध्यवर्ती चरणों के विचार का समर्थन करते हैं? answer: पाली
"context: लगभग 7,000 निवासियों द्वारा कब्जा किए गए न्यू हेवन डाउनटाउन में, अधिकांश डाउनटाउन की तुलना में अधिक आवासीय चरित्र है।डाउनटाउन क्षेत्र शहर की नौकरियों और उसके कर आधार का आधा हिस्सा प्रदान करता है और हाल के वर्षों में दर्जनों नए अपस्केल रेस्तरां से भरा हुआ है, जिनमें से कई ने राष्ट्रीय प्रशंसा प्राप्त की है (जैसे कि इबीसा, एस्क्वायर और वाइन स्पेक्टेटर पत्रिकाओं के साथ -साथ न्यूयॉर्क टाइम्स द्वारा देश में सबसे अच्छा स्पेनिश भोजन के रूप में और हजारों के अलावा।","question: लगभग कितने निवासी न्यू हेवन शहर की आबादी बनाते हैं? answer: 7,000"
"context: लगभग पाँच प्रतिशत आबादी पूर्ण-रक्त वाले स्वदेशी वंश की हैं, लेकिन अस्सी प्रतिशत अधिक या अधिकांश होंडुरन्स यूरोपीय प्रवेश के साथ मैस्टिज़ो या भाग-स्वदेशी हैं, और लगभग दस प्रतिशत स्वदेशी या अफ्रीकी वंश के हैं।होंडुरास में स्वदेशी की मुख्य एकाग्रता ग्रामीण पश्चिमी क्षेत्रों में ग्वाटेमाला और कैरेबियन सी कोस्टलाइन के साथ -साथ निकारागुआन सीमा पर है।अधिकांश स्वदेशी लोग हैं, पूर्व में, माया, पीच, सूमोस और टोलूपन के लिए लीकेनस, मिस्किटोस हैं।",question: होंडुरन्स के कितने प्रतिशत अफ्रीकी रक्त को उनके वंश के बाकी हिस्सों के साथ मिलाया गया है? answer: लगभग दस प्रतिशत
